,Movie_Name,Director1,Director2,Director3,Duration,year,Ratings,Metascore,Sno
643,Logan's Run,Michael Anderson,N/A,N/A,119 min,1976,6.8,53,644
644,Hanna,Joe Wright,N/A,N/A,111 min,2011,6.8,65,645
645,Patriot Games,Phillip Noyce,N/A,N/A,117 min,1992,6.8,64,646
646,Superman II,Richard Lester,Richard Donner,N/A,127 min,1980,6.8,83,647
647,Unstoppable,Tony Scott,N/A,N/A,98 min,2010,6.8,69,648
648,You Only Live Twice,Lewis Gilbert,N/A,N/A,117 min,1967,6.8,61,649
649,Street Kings,David Ayer,N/A,N/A,109 min,2008,6.8,55,650
650,The Score,Frank Oz,N/A,N/A,124 min,2001,6.8,71,651
651,Shin Godzilla,Hideaki Anno,Shinji Higuchi,N/A,120 min,2016,6.8,67,652
652,Four Brothers,John Singleton,N/A,N/A,109 min,2005,6.8,49,653
653,Innerspace,Joe Dante,N/A,N/A,120 min,1987,6.8,66,654
654,Spies in Disguise,Nick Bruno,Troy Quane,N/A,102 min,2019,6.8,54,655
655,Dog Soldiers,Neil Marshall,N/A,N/A,105 min,2002,6.8,N/A,656
656,Three Steps Above Heaven,Fernando González Molina,N/A,N/A,118 min,2010,6.8,N/A,657
657,Unknown,Jaume Collet-Serra,N/A,N/A,113 min,2011,6.8,56,658
658,El Mariachi,Robert Rodriguez,N/A,N/A,81 min,1992,6.8,73,659
659,Enemy Mine,Wolfgang Petersen,N/A,N/A,108 min,1985,6.8,59,660
660,Tristan + Isolde,Kevin Reynolds,N/A,N/A,125 min,2006,6.8,49,661
661,Harsh Times,David Ayer,N/A,N/A,116 min,2005,6.8,56,662
662,Green Zone,Paul Greengrass,N/A,N/A,115 min,2010,6.8,63,663
663,We Own the Night,James Gray,N/A,N/A,117 min,2007,6.8,59,664
664,Who Am I?,Benny Chan,Jackie Chan,N/A,108 min,1998,6.8,N/A,665
665,Dead Snow 2: Red vs,Tommy Wirkola,N/A,N/A,100 min,2014,6.8,59,666
666,The Legend,Jerry,Joseph D. Sami,N/A,161 min,2022,6.8,N/A,667
667,Black Panther: Wakanda Forever,Ryan Coogler,N/A,N/A,161 min,2022,6.7,67,668
668,Extraction,Sam Hargrave,N/A,N/A,116 min,2020,6.7,56,669
669,Kingsman: The Golden Circle,Matthew Vaughn,N/A,N/A,141 min,2017,6.7,44,670
670,Black Widow,Cate Shortland,N/A,N/A,134 min,2021,6.7,68,671
671,Jumanji: The Next Level,Jake Kasdan,N/A,N/A,123 min,2019,6.7,58,672
672,Violent Night,Tommy Wirkola,N/A,N/A,112 min,2022,6.7,55,673
673,In Time,Andrew Niccol,N/A,N/A,109 min,2011,6.7,53,674
674,Safe House,Daniel Espinosa,N/A,N/A,115 min,2012,6.7,52,675
675,The Running Man,Paul Michael Glaser,N/A,N/A,101 min,1987,6.7,45,676
676,Road House,Rowdy Herrington,N/A,N/A,114 min,1989,6.7,36,677
677,The Adam Project,Shawn Levy,N/A,N/A,106 min,2022,6.7,55,678
678,Bumblebee,Travis Knight,N/A,N/A,114 min,2018,6.7,66,679
679,No Escape,John Erick Dowdle,N/A,N/A,103 min,2015,6.7,38,680
680,Warcraft,Duncan Jones,N/A,N/A,123 min,2016,6.7,32,681
681,Armageddon,Michael Bay,N/A,N/A,151 min,1998,6.7,42,682
682,The Equalizer 2,Antoine Fuqua,N/A,N/A,121 min,2018,6.7,50,683
683,The Wolverine,James Mangold,N/A,N/A,126 min,2013,6.7,61,684
684,Commando,Mark L. Lester,N/A,N/A,90 min,1985,6.7,51,685
685,Midway,Roland Emmerich,N/A,N/A,138 min,2019,6.7,47,686
686,The A-Team,Joe Carnahan,N/A,N/A,117 min,2010,6.7,47,687
687,King Arthur: Legend of the Sword,Guy Ritchie,N/A,N/A,126 min,2017,6.7,41,688
688,Atomic Blonde,David Leitch,N/A,N/A,115 min,2017,6.7,63,689
689,Backdraft,Ron Howard,N/A,N/A,137 min,1991,6.7,38,690
690,Wanted,Timur Bekmambetov,N/A,N/A,110 min,2008,6.7,64,691
691,Enola Holmes 2,Harry Bradbeer,N/A,N/A,129 min,2022,6.7,64,692
692,Super,James Gunn,N/A,N/A,96 min,2010,6.7,50,693
693,Teenage Mutant Ninja Turtles,Steve Barron,N/A,N/A,93 min,1990,6.7,51,694
694,Zombieland: Double Tap,Ruben Fleischer,N/A,N/A,99 min,2019,6.7,55,695
695,Blade II,Guillermo del Toro,N/A,N/A,117 min,2002,6.7,52,696
696,Tron,Steven Lisberger,N/A,N/A,96 min,1982,6.7,58,697
697,Demolition Man,Marco Brambilla,N/A,N/A,115 min,1993,6.7,34,698
698,The Matrix Revolutions,Lana Wachowski,Lilly Wachowski,N/A,129 min,2003,6.7,47,699
699,Escape Plan,Mikael Håfström,N/A,N/A,115 min,2013,6.7,49,700
700,2 Guns,Baltasar Kormákur,N/A,N/A,109 min,2013,6.7,55,701
701,Angels & Demons,Ron Howard,N/A,N/A,138 min,2009,6.7,48,702
702,Out of the Furnace,Scott Cooper,N/A,N/A,116 min,2013,6.7,63,703
703,Pandorum,Christian Alvart,N/A,N/A,108 min,2009,6.7,28,704
704,Hot Shots!,Jim Abrahams,N/A,N/A,84 min,1991,6.7,61,705
705,Colors,Dennis Hopper,N/A,N/A,120 min,1988,6.7,66,706
706,The Living Daylights,John Glen,N/A,N/A,130 min,1987,6.7,59,707
707,Live and Let Die,Guy Hamilton,N/A,N/A,121 min,1973,6.7,55,708
708,Wyatt Earp,Lawrence Kasdan,N/A,N/A,191 min,1994,6.7,47,709
709,Absolute Power,Clint Eastwood,N/A,N/A,121 min,1997,6.7,52,710
710,Jungle,Greg McLean,N/A,N/A,115 min,2017,6.7,48,711
711,The Last Starfighter,Nick Castle,N/A,N/A,101 min,1984,6.7,67,712
712,On Her Majesty's Secret Service,Peter R. Hunt,N/A,N/A,142 min,1969,6.7,61,713
713,For Your Eyes Only,John Glen,N/A,N/A,127 min,1981,6.7,54,714
714,Conspiracy Theory,Richard Donner,N/A,N/A,135 min,1997,6.7,49,715
715,The Man with the Golden Gun,Guy Hamilton,N/A,N/A,125 min,1974,6.7,43,716
716,Pete's Dragon,David Lowery,N/A,N/A,102 min,2016,6.7,71,717
717,The Grey,Joe Carnahan,N/A,N/A,117 min,2011,6.7,64,718
718,Hardcore Henry,Ilya Naishuller,N/A,N/A,96 min,2015,6.7,51,719
719,The Finest Hours,Craig Gillespie,N/A,N/A,117 min,2016,6.7,58,720
720,Hamburger Hill,John Irvin,N/A,N/A,110 min,1987,6.7,64,721
721,Underworld: Evolution,Len Wiseman,N/A,N/A,106 min,2006,6.7,36,722
722,Gangster Squad,Ruben Fleischer,N/A,N/A,113 min,2013,6.7,40,723
723,Rumble in the Bronx,Stanley Tong,N/A,N/A,87 min,1995,6.7,61,724
724,Harriet,Kasi Lemmons,N/A,N/A,125 min,2019,6.7,66,725
725,Brooklyn's Finest,Antoine Fuqua,N/A,N/A,132 min,2009,6.7,43,726
726,Lethal Weapon 3,Richard Donner,N/A,N/A,118 min,1992,6.7,40,727
727,Death Sentence,James Wan,N/A,N/A,105 min,2007,6.7,36,728
728,The Enforcer,James Fargo,N/A,N/A,96 min,1976,6.7,58,729
729,The Salvation,Kristian Levring,N/A,N/A,92 min,2014,6.7,64,730
730,Ransom,Ron Howard,N/A,N/A,121 min,1996,6.7,60,731
731,The Brothers Bloom,Rian Johnson,N/A,N/A,114 min,2008,6.7,55,732
732,Appaloosa,Ed Harris,N/A,N/A,115 min,2008,6.7,64,733
733,Hidalgo,Joe Johnston,N/A,N/A,136 min,2004,6.7,54,734
734,Machine Gun Preacher,Marc Forster,N/A,N/A,129 min,2011,6.7,43,735
735,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,N/A,N/A,92 min,1995,6.7,48,736
736,Blood and Bone,Ben Ramsey,N/A,N/A,93 min,2009,6.7,N/A,737
737,The Brave One,Neil Jordan,N/A,N/A,122 min,2007,6.7,56,738
738,Nothing to Lose,Steve Oedekerk,N/A,N/A,98 min,1997,6.7,N/A,739
739,Om Shanti Om,Farah Khan,N/A,N/A,162 min,2007,6.7,N/A,740
740,Stakeout,John Badham,N/A,N/A,117 min,1987,6.7,69,741
741,Turbo Kid,François Simard,Anouk Whissell,Yoann-Karl Whissell,93 min,2015,6.7,60,742
742,Wild Target,Jonathan Lynn,N/A,N/A,98 min,2010,6.7,41,743
743,Antim: The Final Truth,Mahesh Manjrekar,N/A,N/A,138 min,2021,6.7,N/A,744
744,The Fate of the Furious,F. Gary Gray,N/A,N/A,136 min,2017,6.6,56,745
745,Venom,Ruben Fleischer,N/A,N/A,112 min,2018,6.6,35,746
746,The Other Guys,Adam McKay,N/A,N/A,107 min,2010,6.6,64,747
747,Divergent,Neil Burger,N/A,N/A,139 min,2014,6.6,48,748
748,Star Wars: Episode II - Attack of the Clones,George Lucas,N/A,N/A,142 min,2002,6.6,54,749
749,Red Sparrow,Francis Lawrence,N/A,N/A,140 min,2018,6.6,53,750
750,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,N/A,N/A,136 min,2011,6.6,45,751
751,Resident Evil,Paul W.S. Anderson,N/A,N/A,100 min,2002,6.6,33,752
752,Austin Powers: The Spy Who Shagged Me,Jay Roach,N/A,N/A,95 min,1999,6.6,59,753
753,John Carter,Andrew Stanton,N/A,N/A,132 min,2012,6.6,51,754
754,Kong: Skull Island,Jordan Vogt-Roberts,N/A,N/A,118 min,2017,6.6,62,755
755,Ender's Game,Gavin Hood,N/A,N/A,114 min,2013,6.6,51,756
756,The Old Guard,Gina Prince-Bythewood,N/A,N/A,125 min,2020,6.6,70,757
757,The Incredible Hulk,Louis Leterrier,N/A,N/A,112 min,2008,6.6,61,758
758,Smokin' Aces,Joe Carnahan,N/A,N/A,108 min,2006,6.6,45,759
759,Enola Holmes,Harry Bradbeer,N/A,N/A,123 min,2020,6.6,68,760
760,Crocodile Dundee,Peter Faiman,N/A,N/A,97 min,1986,6.6,62,761
761,The Amazing Spider-Man 2,Marc Webb,N/A,N/A,142 min,2014,6.6,53,762
762,Licence to Kill,John Glen,N/A,N/A,133 min,1989,6.6,58,763
763,The Chronicles of Riddick,David Twohy,N/A,N/A,119 min,2004,6.6,38,764
764,Quantum of Solace,Marc Forster,N/A,N/A,106 min,2008,6.6,58,765
765,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,N/A,N/A,123 min,2014,6.6,64,766
766,Hunter Killer,Donovan Marsh,N/A,N/A,121 min,2018,6.6,43,767
767,The Harder They Fall,Jeymes Samuel,N/A,N/A,139 min,2021,6.6,68,768
768,Jungle Cruise,Jaume Collet-Serra,N/A,N/A,127 min,2021,6.6,50,769
769,Anna,Luc Besson,N/A,N/A,118 min,2019,6.6,40,770
770,Jason Bourne,Paul Greengrass,N/A,N/A,123 min,2016,6.6,58,771
771,X-Men: The Last Stand,Brett Ratner,N/A,N/A,104 min,2006,6.6,58,772
772,Robin Hood,Ridley Scott,N/A,N/A,140 min,2010,6.6,53,773
773,The Rundown,Peter Berg,N/A,N/A,104 min,2003,6.6,59,774
774,Tears of the Sun,Antoine Fuqua,N/A,N/A,121 min,2003,6.6,48,775
775,Elysium,Neill Blomkamp,N/A,N/A,109 min,2013,6.6,61,776
776,Prince of Persia: The Sands of Time,Mike Newell,N/A,N/A,116 min,2010,6.6,50,777
777,The 13th Warrior,John McTiernan,Michael Crichton,N/A,102 min,1999,6.6,42,778
778,Rush Hour 2,Brett Ratner,N/A,N/A,90 min,2001,6.6,48,779
779,Machete,Ethan Maniquis,Robert Rodriguez,N/A,105 min,2010,6.6,60,780
780,Adrift,Baltasar Kormákur,N/A,N/A,96 min,2018,6.6,56,781
781,RED 2,Dean Parisot,N/A,N/A,116 min,2013,6.6,47,782
782,30 Days of Night,David Slade,N/A,N/A,113 min,2007,6.6,53,783
783,Run All Night,Jaume Collet-Serra,N/A,N/A,114 min,2015,6.6,59,784
784,The Aeronauts,Tom Harper,N/A,N/A,100 min,2019,6.6,60,785
785,Flushed Away,David Bowers,Sam Fell,N/A,85 min,2006,6.6,74,786
786,The Heat,Paul Feig,N/A,N/A,117 min,2013,6.6,60,787
787,The Lego Movie 2: The Second Part,Mike Mitchell,N/A,N/A,107 min,2019,6.6,65,788
788,Outbreak,Wolfgang Petersen,N/A,N/A,127 min,1995,6.6,64,789
789,The Expendables 2,Simon West,N/A,N/A,103 min,2012,6.6,51,790
790,Epic,Chris Wedge,N/A,N/A,102 min,2013,6.6,52,791
791,Star Trek III: The Search for Spock,Leonard Nimoy,N/A,N/A,105 min,1984,6.6,56,792
792,The Bourne Legacy,Tony Gilroy,N/A,N/A,135 min,2012,6.6,61,793
793,Bad Boys II,Michael Bay,N/A,N/A,147 min,2003,6.6,38,794
794,Overlord,Julius Avery,N/A,N/A,110 min,2018,6.6,60,795
795,Joy Ride,John Dahl,N/A,N/A,97 min,2001,6.6,75,796
796,The Informer,Andrea Di Stefano,N/A,N/A,113 min,2019,6.6,61,797
797,Attack the Block,Joe Cornish,N/A,N/A,88 min,2011,6.6,75,798
798,Sudden Impact,Clint Eastwood,N/A,N/A,117 min,1983,6.6,52,799
799,Penguins of Madagascar,Eric Darnell,Simon J. Smith,N/A,92 min,2014,6.6,53,800
800,The Girl with All the Gifts,Colm McCarthy,N/A,N/A,111 min,2016,6.6,67,801
801,Ghostbusters II,Ivan Reitman,N/A,N/A,108 min,1989,6.6,56,802
802,Shanghai Noon,Tom Dey,N/A,N/A,110 min,2000,6.6,77,803
803,Hot Shots! Part Deux,Jim Abrahams,N/A,N/A,86 min,1993,6.6,64,804
804,Star Trek: Generations,David Carson,N/A,N/A,118 min,1994,6.6,55,805
805,Rollerball,Norman Jewison,N/A,N/A,125 min,1975,6.6,56,806
806,Black Rain,Ridley Scott,N/A,N/A,125 min,1989,6.6,56,807
807,Eagle Eye,D.J. Caruso,N/A,N/A,118 min,2008,6.6,43,808
808,U-571,Jonathan Mostow,N/A,N/A,116 min,2000,6.6,62,809
809,The Art of Self-Defense,Riley Stearns,N/A,N/A,104 min,2019,6.6,65,810
810,Kiss of the Dragon,Chris Nahon,N/A,N/A,98 min,2001,6.6,58,811
811,Titan A.E,Don Bluth,Gary Goldman,N/A,94 min,2000,6.6,48,812
812,Shoot 'Em Up,Michael Davis,N/A,N/A,86 min,2007,6.6,49,813
813,New Jack City,Mario Van Peebles,N/A,N/A,97 min,1991,6.6,61,814
814,21 Bridges,Brian Kirk,N/A,N/A,99 min,2019,6.6,51,815
815,Outland,Peter Hyams,N/A,N/A,109 min,1981,6.6,48,816
816,The Final Countdown,Don Taylor,N/A,N/A,103 min,1980,6.6,51,817
817,Courage Under Fire,Edward Zwick,N/A,N/A,116 min,1996,6.6,77,818
818,The Wave,Roar Uthaug,N/A,N/A,105 min,2015,6.6,68,819
819,Man on a Ledge,Asger Leth,N/A,N/A,102 min,2012,6.6,40,820
820,Alpha,Albert Hughes,N/A,N/A,96 min,2018,6.6,63,821
821,Lethal Weapon 4,Richard Donner,N/A,N/A,127 min,1998,6.6,37,822
822,The Recruit,Roger Donaldson,N/A,N/A,115 min,2003,6.6,56,823
823,Edge of Darkness,Martin Campbell,N/A,N/A,117 min,2010,6.6,55,824
824,The Way of the Gun,Christopher McQuarrie,N/A,N/A,119 min,2000,6.6,49,825
825,Vantage Point,Pete Travis,N/A,N/A,90 min,2008,6.6,40,826
826,16 Blocks,Richard Donner,N/A,N/A,102 min,2006,6.6,63,827
827,Raees,Rahul Dholakia,N/A,N/A,143 min,2017,6.6,N/A,828
828,Seraphim Falls,David Von Ancken,N/A,N/A,115 min,2006,6.6,62,829
829,22 Bullets,Richard Berry,N/A,N/A,117 min,2010,6.6,N/A,830
830,Wasabi,Gérard Krawczyk,N/A,N/A,94 min,2001,6.6,53,831
831,Wanted,Prabhu Deva,N/A,N/A,147 min,2009,6.6,N/A,832
832,Fast & Furious,Justin Lin,N/A,N/A,107 min,2009,6.5,46,833
833,Plane,Jean-François Richet,N/A,N/A,107 min,2023,6.5,62,834
834,Fast & Furious Presents: Hobbs & Shaw,David Leitch,N/A,N/A,137 min,2019,6.5,60,835
835,The Gray Man,Anthony Russo,Joe Russo,N/A,122 min,2022,6.5,49,836
836,Star Wars: Episode I - The Phantom Menace,George Lucas,N/A,N/A,136 min,1999,6.5,51,837
837,Star Wars: Episode IX - The Rise of Skywalker,J.J. Abrams,N/A,N/A,141 min,2019,6.5,53,838
838,The Hunt,Craig Zobel,N/A,N/A,90 min,2020,6.5,50,839
839,The Tomorrow War,Chris McKay,N/A,N/A,138 min,2021,6.5,45,840
840,Pirates of the Caribbean: Dead Men Tell No Tales,Joachim Rønning,Espen Sandberg,N/A,129 min,2017,6.5,39,841
841,Homefront,Gary Fleder,N/A,N/A,100 min,2013,6.5,40,842
842,Pokémon: Detective Pikachu,Rob Letterman,N/A,N/A,104 min,2019,6.5,53,843
843,Sonic the Hedgehog 2,Jeff Fowler,N/A,N/A,122 min,2022,6.5,47,844
844,Tag,Jeff Tomsic,N/A,N/A,100 min,2018,6.5,56,845
845,Sonic the Hedgehog,Jeff Fowler,N/A,N/A,99 min,2020,6.5,47,846
846,The Lost World: Jurassic Park,Steven Spielberg,N/A,N/A,129 min,1997,6.5,59,847
847,Olympus Has Fallen,Antoine Fuqua,N/A,N/A,119 min,2013,6.5,41,848
848,Gone in 60 Seconds,Dominic Sena,N/A,N/A,118 min,2000,6.5,35,849
849,Bad Boys for Life,Adil El Arbi,Bilall Fallah,N/A,124 min,2020,6.5,59,850
850,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,N/A,N/A,137 min,2015,6.5,65,851
851,X-Men Origins: Wolverine,Gavin Hood,N/A,N/A,107 min,2009,6.5,40,852
852,War of the Worlds,Steven Spielberg,N/A,N/A,116 min,2005,6.5,73,853
853,Mandy,Panos Cosmatos,N/A,N/A,121 min,2018,6.5,82,854
854,Swordfish,Dominic Sena,N/A,N/A,99 min,2001,6.5,32,855
855,Flash Gordon,Mike Hodges,N/A,N/A,111 min,1980,6.5,58,856
856,12 Strong,Nicolai Fuglsig,N/A,N/A,130 min,2018,6.5,54,857
857,The Mechanic,Simon West,N/A,N/A,93 min,2011,6.5,49,858
858,The Quick and the Dead,Sam Raimi,N/A,N/A,108 min,1995,6.5,49,859
859,Mr,Doug Liman,N/A,N/A,120 min,2005,6.5,55,860
860,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,N/A,N/A,150 min,2008,6.5,62,861
861,Cliffhanger,Renny Harlin,N/A,N/A,113 min,1993,6.5,60,862
862,Beverly Hills Cop II,Tony Scott,N/A,N/A,100 min,1987,6.5,48,863
863,The Spiderwick Chronicles,Mark Waters,N/A,N/A,96 min,2008,6.5,62,864
864,Sin City: A Dame to Kill For,Frank Miller,Robert Rodriguez,N/A,102 min,2014,6.5,46,865
865,Tomorrow Never Dies,Roger Spottiswoode,N/A,N/A,119 min,1997,6.5,52,866
866,Kick-Ass 2,Jeff Wadlow,N/A,N/A,103 min,2013,6.5,41,867
867,Terminator Salvation,McG,N/A,N/A,115 min,2009,6.5,49,868
868,Rambo: First Blood Part II,George P. Cosmatos,N/A,N/A,96 min,1985,6.5,47,869
869,The Forbidden Kingdom,Rob Minkoff,N/A,N/A,104 min,2008,6.5,57,870
870,Air Force One,Wolfgang Petersen,N/A,N/A,124 min,1997,6.5,61,871
871,The Man in the Iron Mask,Randall Wallace,N/A,N/A,132 min,1998,6.5,48,872
872,A Walk Among the Tombstones,Scott Frank,N/A,N/A,114 min,2014,6.5,57,873
873,The Interview,Evan Goldberg,Seth Rogen,N/A,112 min,2014,6.5,52,874
874,The Perfect Storm,Wolfgang Petersen,N/A,N/A,130 min,2000,6.5,59,875
875,Under Siege,Andrew Davis,N/A,N/A,103 min,1992,6.5,58,876
876,Never Back Down,Jeff Wadlow,N/A,N/A,113 min,2008,6.5,39,877
877,Space Cowboys,Clint Eastwood,N/A,N/A,130 min,2000,6.5,73,878
878,Nerve,Henry Joost,Ariel Schulman,N/A,96 min,2016,6.5,58,879
879,The Rocketeer,Joe Johnston,N/A,N/A,108 min,1991,6.5,61,880
880,Peppermint,Pierre Morel,N/A,N/A,101 min,2018,6.5,29,881
881,Octopussy,John Glen,N/A,N/A,131 min,1983,6.5,63,882
882,Diamonds Are Forever,Guy Hamilton,N/A,N/A,120 min,1971,6.5,59,883
883,Get Smart,Peter Segal,N/A,N/A,110 min,2008,6.5,54,884
884,Safe,Boaz Yakin,N/A,N/A,94 min,2012,6.5,55,885
885,U.S,Stuart Baird,N/A,N/A,131 min,1998,6.5,47,886
886,National Treasure: Book of Secrets,Jon Turteltaub,N/A,N/A,124 min,2007,6.5,48,887
887,Underworld: Rise of the Lycans,Patrick Tatopoulos,N/A,N/A,92 min,2009,6.5,44,888
888,Batman: The Movie,Leslie H. Martinson,N/A,N/A,105 min,1966,6.5,71,889
889,Executive Decision,Stuart Baird,N/A,N/A,133 min,1996,6.5,62,890
890,Young Guns II,Geoff Murphy,N/A,N/A,104 min,1990,6.5,47,891
891,Self/less,Tarsem Singh,N/A,N/A,117 min,2015,6.5,34,892
892,The International,Tom Tykwer,N/A,N/A,118 min,2009,6.5,52,893
893,Cellular,David R. Ellis,N/A,N/A,94 min,2004,6.5,60,894
894,Premium Rush,David Koepp,N/A,N/A,91 min,2012,6.5,66,895
895,The Grandmaster,Kar-Wai Wong,N/A,N/A,130 min,2013,6.5,73,896
896,Space Sweepers,Sung-hee Jo,N/A,N/A,136 min,2021,6.5,64,897
897,Hostage,Florent-Emilio Siri,N/A,N/A,113 min,2005,6.5,44,898
898,Flyboys,Tony Bill,N/A,N/A,140 min,2006,6.5,47,899
899,Heist,David Mamet,N/A,N/A,109 min,2001,6.5,66,900
900,The Four Feathers,Shekhar Kapur,N/A,N/A,132 min,2002,6.5,49,901
901,Ladder 49,Jay Russell,N/A,N/A,115 min,2004,6.5,47,902
902,War,Siddharth Anand,N/A,N/A,154 min,2019,6.5,N/A,903
903,Spartan,David Mamet,N/A,N/A,106 min,2004,6.5,60,904
904,District 13: Ultimatum,Patrick Alessandrin,N/A,N/A,101 min,2009,6.5,64,905
905,Dhoom 2,Sanjay Gadhvi,N/A,N/A,152 min,2006,6.5,N/A,906
906,Taxi 2,Gérard Krawczyk,N/A,N/A,88 min,2000,6.5,N/A,907
907,Conquest 1453,Faruk Aksoy,N/A,N/A,162 min,2012,6.5,N/A,908
908,Valerian and the City of a Thousand Planets,Luc Besson,N/A,N/A,136 min,2017,6.4,51,909
909,Twister,Jan de Bont,N/A,N/A,113 min,1996,6.4,68,910
910,Escape Room,Adam Robitel,N/A,N/A,99 min,2019,6.4,48,911
911,The Punisher,Jonathan Hensleigh,N/A,N/A,124 min,2004,6.4,33,912
912,Lucy,Luc Besson,N/A,N/A,89 min,2014,6.4,61,913
913,Last Action Hero,John McTiernan,N/A,N/A,130 min,1993,6.4,44,914
914,The Day After Tomorrow,Roland Emmerich,N/A,N/A,124 min,2004,6.4,47,915
915,Batman v Superman: Dawn of Justice,Zack Snyder,N/A,N/A,151 min,2016,6.4,44,916
916,Triple Frontier,J.C. Chandor,N/A,N/A,125 min,2019,6.4,61,917
917,Greenland,Ric Roman Waugh,N/A,N/A,119 min,2020,6.4,64,918
918,Godzilla,Gareth Edwards,N/A,N/A,123 min,2014,6.4,62,919
919,Tomorrowland,Brad Bird,N/A,N/A,130 min,2015,6.4,60,920
920,Riddick,David Twohy,N/A,N/A,119 min,2013,6.4,49,921
921,Death Race,Paul W.S. Anderson,N/A,N/A,105 min,2008,6.4,43,922
922,The Mummy Returns,Stephen Sommers,N/A,N/A,130 min,2001,6.4,48,923
923,The Sum of All Fears,Phil Alden Robinson,N/A,N/A,124 min,2002,6.4,45,924
924,Angel Has Fallen,Ric Roman Waugh,N/A,N/A,121 min,2019,6.4,45,925
925,Army of Thieves,Matthias Schweighöfer,N/A,N/A,127 min,2021,6.4,49,926
926,Revenge,Coralie Fargeat,N/A,N/A,108 min,2017,6.4,81,927
927,Alien³,David Fincher,N/A,N/A,114 min,1992,6.4,59,928
928,The Expendables,Sylvester Stallone,N/A,N/A,103 min,2010,6.4,45,929
929,Predators,Nimród Antal,N/A,N/A,107 min,2010,6.4,51,930
930,Need for Speed,Scott Waugh,N/A,N/A,132 min,2014,6.4,39,931
931,Hancock,Peter Berg,N/A,N/A,92 min,2008,6.4,49,932
932,The Three Musketeers,Stephen Herek,N/A,N/A,105 min,1993,6.4,43,933
933,Now You See Me 2,Jon M. Chu,N/A,N/A,129 min,2016,6.4,46,934
934,The World Is Not Enough,Michael Apted,N/A,N/A,128 min,1999,6.4,57,935
935,Colombiana,Olivier Megaton,N/A,N/A,108 min,2011,6.4,45,936
936,Salt,Phillip Noyce,N/A,N/A,100 min,2010,6.4,65,937
937,Savages,Oliver Stone,N/A,N/A,131 min,2012,6.4,59,938
938,Pain & Gain,Michael Bay,N/A,N/A,129 min,2013,6.4,45,939
939,Faster,George Tillman Jr.,N/A,N/A,98 min,2010,6.4,44,940
940,The Vault,Jaume Balagueró,N/A,N/A,118 min,2021,6.4,50,941
941,Rat Race,Jerry Zucker,N/A,N/A,112 min,2001,6.4,52,942
942,Monsters vs,Rob Letterman,Conrad Vernon,N/A,94 min,2009,6.4,56,943
943,Tango & Cash,Andrey Konchalovskiy,Albert Magnoli,N/A,104 min,1989,6.4,41,944
944,Star Trek: Nemesis,Stuart Baird,N/A,N/A,116 min,2002,6.4,51,945
945,The Lone Ranger,Gore Verbinski,N/A,N/A,150 min,2013,6.4,37,946
946,Here Comes the Boom,Frank Coraci,N/A,N/A,105 min,2012,6.4,40,947
947,The Taking of Pelham 123,Tony Scott,N/A,N/A,106 min,2009,6.4,55,948
948,Kickboxer,Mark DiSalle,David Worth,N/A,97 min,1989,6.4,33,949
949,The Purge: Anarchy,James DeMonaco,N/A,N/A,103 min,2014,6.4,50,950
950,Star Trek: Insurrection,Jonathan Frakes,N/A,N/A,103 min,1998,6.4,64,951
951,The Jackal,Michael Caton-Jones,N/A,N/A,124 min,1997,6.4,36,952
952,Chaos,Tony Giglio,N/A,N/A,106 min,2005,6.4,N/A,953
953,The Angry Birds Movie 2,Thurop Van Orman,John Rice,N/A,97 min,2019,6.4,60,954
954,DragonHeart,Rob Cohen,N/A,N/A,103 min,1996,6.4,49,955
955,Behind Enemy Lines,John Moore,N/A,N/A,106 min,2001,6.4,49,956
956,Killer Elite,Gary McKendry,N/A,N/A,116 min,2011,6.4,44,957
957,Live by Night,Ben Affleck,N/A,N/A,129 min,2016,6.4,49,958
958,Darkman,Sam Raimi,N/A,N/A,96 min,1990,6.4,65,959
959,Kill List,Ben Wheatley,N/A,N/A,95 min,2011,6.4,67,960
960,Act of Valor,Mike McCoy,Scott Waugh,N/A,110 min,2012,6.4,40,961
961,The Siege,Edward Zwick,N/A,N/A,116 min,1998,6.4,53,962
962,Let's Be Cops,Luke Greenfield,N/A,N/A,104 min,2014,6.4,30,963
963,Daybreakers,Michael Spierig,Peter Spierig,N/A,98 min,2009,6.4,57,964
964,The Omega Man,Boris Sagal,N/A,N/A,98 min,1971,6.4,56,965
965,Shaft,Tim Story,N/A,N/A,111 min,2019,6.4,40,966
966,Snitch,Ric Roman Waugh,N/A,N/A,112 min,2013,6.4,51,967
967,Contraband,Baltasar Kormákur,N/A,N/A,109 min,2012,6.4,51,968
968,The Prophecy,Gregory Widen,N/A,N/A,98 min,1995,6.4,44,969
969,The Rover,David Michôd,N/A,N/A,103 min,2014,6.4,64,970
970,Blood Father,Jean-François Richet,N/A,N/A,88 min,2016,6.4,66,971
971,Just Cause,Arne Glimcher,N/A,N/A,102 min,1995,6.4,48,972
972,Black Death,Christopher Smith,N/A,N/A,102 min,2010,6.4,71,973
