,Movie_Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
182,Dirty Harry,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,"161,800",Action,Thriller,Thriller,35988495,"2,427",R
183,Star Trek II: The Wrath of Khan,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,"125,248",Action,Sci-Fi,Sci-Fi,79818511,"2,457",PG
184,The Bourne Supremacy,Matt Damon,Franka Potente,Joan Allen,Brian Cox,"473,660",Action,Thriller,Thriller,290835269,"2,465",PG-13
185,Bonnie and Clyde,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,"116,515",Action,Crime,Crime,N/A,"2,837",R
186,The French Connection,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,"127,661",Action,Drama,Drama,51700666,"2,923",R
187,Badlands,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,"75,333",Action,Drama,Drama,54396,"3,710",PG
188,Run Lola Run,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,"202,377",Action,Thriller,Thriller,7267585,"4,469",R
189,Kubo and the Two Strings,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,"133,681",Animation,Adventure,Adventure,76249438,"4,721",PG
190,Ponniyin Selvan: Part I,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi,"33,707",Action,Drama,Drama,21888295,"4,918",Not Rated
191,Key Largo,Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,"42,567",Action,Drama,Drama,9524420,N/A,Not Rated
192,The Man from Nowhere,Won Bin,Kim Sae-ron,Kim Tae-hoon,Kim Hee-won,"71,979",Action,Drama,Drama,44723232,N/A,R
193,Hard Boiled,Chow Yun-Fat,Tony Leung Chiu-wai,Teresa Mo,Philip Chan,"52,140",Action,Thriller,Thriller,N/A,N/A,R
194,Scarface,Paul Muni,Ann Dvorak,Karen Morley,Osgood Perkins,"29,098",Action,Drama,Drama,1308000,N/A,PG
195,Dragon Ball Super: Broly,Masako Nozawa,Aya Hisakawa,Ryô Horikawa,Toshio Furukawa,"29,469",Animation,Adventure,Adventure,115757940,N/A,PG
196,Joint Security Area,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho,Kim Tae-woo,"32,201",Action,Thriller,Thriller,124071,N/A,Not Rated
197,Eega,Sudeep,Nani,Samantha Ruth Prabhu,Hamsa Nandini,"25,956",Action,Drama,Drama,N/A,N/A,Not Rated
198,Udta Punjab,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,"31,404",Action,Drama,Drama,359891,N/A,Not Rated
199,Raazi,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,"32,290",Action,Thriller,Thriller,1812763,N/A,Not Rated
200,Guardians of the Galaxy Vol,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,"715,819",Action,Comedy,Comedy,863756051,77,PG-13
201,The Fifth Element,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,"486,259",Action,Sci-Fi,Sci-Fi,263920180,222,PG-13
202,Sicario,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,"446,451",Action,Drama,Drama,84997446,235,R
203,300,Gerard Butler,Lena Headey,David Wenham,Dominic West,"836,688",Action,N/A,N/A,456082343,389,R
204,Baby Driver,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,"567,018",Action,Drama,Drama,226945087,491,R
205,Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,"812,171",Action,Fantasy,Fantasy,868390560,503,PG-13
206,Deadpool 2,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,"605,597",Action,Comedy,Comedy,785896609,508,R
207,Watchmen,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,"562,927",Action,Mystery,Mystery,185382813,624,R
208,Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,"564,407",Action,Family,Family,934519387,641,PG
209,Kung Fu Panda,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,"488,894",Animation,Adventure,Adventure,632083197,989,PG
210,RoboCop,Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox,"267,589",Action,Sci-Fi,Sci-Fi,53425389,"1,010",R
211,Train to Busan,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim,"234,808",Action,Thriller,Thriller,92764199,"1,011",Not Rated
212,The Warriors,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,"106,096",Action,Thriller,Thriller,22490471,"1,071",R
213,Creed,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,"296,793",Action,Sport,Sport,173578883,"1,114",PG-13
214,Incredibles 2,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,"309,717",Animation,Adventure,Adventure,1243225667,"1,117",PG
215,The Road Warrior,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,"186,201",Action,Sci-Fi,Sci-Fi,23668406,"1,134",R
216,Kick-Ass,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,"575,285",Action,Crime,Crime,96188903,"1,135",R
217,Falling Down,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,"196,961",Action,Drama,Drama,40903593,"1,321",R
218,Zombieland,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,"595,541",Action,Horror,Horror,102392080,"1,374",R
219,Minority Report,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,"565,380",Action,Mystery,Mystery,358372926,"1,500",PG-13
220,Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,"648,364",Action,Mystery,Mystery,524028679,"1,515",PG-13
221,Rise of the Planet of the Apes,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,"540,397",Action,Sci-Fi,Sci-Fi,481800873,"1,660",PG-13
222,The Raid: Redemption,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,"210,241",Action,Thriller,Thriller,9148519,"1,780",R
223,Dawn of the Planet of the Apes,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,"451,803",Action,Drama,Drama,710644566,"1,828",PG-13
224,Where Eagles Dare,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,"60,528",Action,War,War,7100435,"2,013",M
225,End of Watch,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,"256,801",Action,Crime,Crime,55078146,"2,186",R
226,Lethal Weapon,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,"266,422",Action,Thriller,Thriller,120207127,"2,533",R
227,Battle Royale,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Chiaki Kuriyama,"188,383",Action,Drama,Drama,1340715,"2,704",Not Rated
228,Enter the Dragon,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,"107,765",Action,Drama,Drama,68064,"2,782",R
229,Die Hard with a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,"396,019",Action,Thriller,Thriller,366101666,"3,179",R
230,Star Trek: First Contact,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"128,824",Action,Drama,Drama,146027888,"3,498",PG-13
231,Hotel Mumbai,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher,"67,042",Action,History,History,21315827,"3,757",R
232,Only the Brave,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,"73,106",Action,Drama,Drama,26351322,"3,848",PG-13
233,Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,"141,793",Action,Crime,Crime,43005351,"4,556",PG
234,United 93,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,"108,416",Action,History,History,76700659,N/A,R
235,The Taking of Pelham One Two Three,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,"32,946",Action,Thriller,Thriller,N/A,N/A,R
236,Vampire Hunter D: Bloodlust,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,"33,496",Animation,Drama,Drama,151086,N/A,R
237,Fearless,Jet Li,Li Sun,Yong Dong,Yun Qu,"77,427",Action,Drama,Drama,68072848,N/A,PG-13
238,Pushpa: The Rise - Part 1,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,Jagadeesh Prathap Bandari,"80,486",Action,Drama,Drama,7592374,N/A,UA
239,Ludo,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh,"41,245",Action,Crime,Crime,N/A,N/A,TV-MA
240,Evangelion: 1.0 You Are,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi,"25,744",Animation,Drama,Drama,16453927,N/A,PG-13
241,Cell 211,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,"69,189",Action,Crime,Crime,19305314,N/A,A
242,Lupin III: The Castle of Cagliostro,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,"31,792",Animation,Adventure,Adventure,523161,N/A,U
243,The Boy and the Beast,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,Suzu Hirose,"25,387",Animation,Adventure,Adventure,49768644,N/A,PG-13
244,Mortal World,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,Irem Sak,"28,173",Action,Crime,Crime,1562712,N/A,N/A
245,The Covenant,Jake Gyllenhaal,Dar Salim,Sean Sagar,Jason Wong,"42,528",Action,War,War,17842133,16,R
246,It's a Mad Mad Mad Mad World,Spencer Tracy,Milton Berle,Ethel Merman,Mickey Rooney,"43,858",Action,Comedy,Comedy,46332858,178,G
247,Indiana Jones and the Temple of Doom,Harrison Ford,Kate Capshaw,Ke Huy Quan,Amrish Puri,"503,857",Action,N/A,N/A,333107271,367,PG
248,Lone Survivor,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,"295,537",Action,Drama,Drama,154802912,444,R
249,Batman,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,"387,462",Action,N/A,N/A,411569241,477,PG-13
250,Scott Pilgrim vs,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick,"441,818",Action,Fantasy,Fantasy,49421974,564,PG-13
251,Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson,"601,395",Action,Family,Family,942278045,573,PG-13
252,Fury,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,"512,605",Action,War,War,211822697,608,R
253,The Hunger Games: Catching Fire,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,"683,963",Action,Sci-Fi,Sci-Fi,865011746,653,PG-13
254,Upgrade,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden,"193,128",Action,Thriller,Thriller,16706680,826,R
255,The Crow,Brandon Lee,Michael Wincott,Rochelle Davis,Ernie Hudson,"190,420",Action,Drama,Drama,50694671,843,R
256,Total Recall,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin,"340,899",Action,Sci-Fi,Sci-Fi,261317921,946,R
257,Doctor Strange,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,"766,081",Action,Fantasy,Fantasy,677796076,"1,083",PG-13
258,Master and Commander: The Far Side of the World,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,"228,735",Action,Drama,Drama,211622535,"1,130",PG-13
259,Collateral,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,"416,135",Action,Drama,Drama,220239925,"1,366",R
260,Enemy at the Gates,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,"269,029",Action,War,War,96976270,"1,638",R
261,Riders of Justice,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,Lars Brygmann,"55,120",Action,Drama,Drama,2000861,"1,743",Not Rated
262,Source Code,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,"531,096",Action,Mystery,Mystery,147332697,"2,115",PG-13
263,Munich,Eric Bana,Daniel Craig,Marie-Josée Croze,Ciarán Hinds,"232,141",Action,History,History,130982129,"2,276",R
264,The Hunt for Red October,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,"206,787",Action,Thriller,Thriller,200512643,"2,517",PG
265,Grindhouse,Kurt Russell,Rose McGowan,Danny Trejo,Zoë Bell,"187,500",Action,Thriller,Thriller,25422088,"2,676",R
266,Midnight Run,Robert De Niro,Charles Grodin,Yaphet Kotto,John Ashton,"89,485",Action,Crime,Crime,81613606,"3,105",R
267,The Guns of Navarone,David Niven,Gregory Peck,Anthony Quinn,Anthony Quayle,"53,199",Action,Drama,Drama,N/A,"3,399",Not Rated
268,Tora! Tora! Tora!,Martin Balsam,Sô Yamamura,Jason Robards,Joseph Cotten,"35,716",Action,History,History,N/A,"4,103",G
269,Headhunters,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,Julie R. Ølgaard,"104,364",Action,Thriller,Thriller,19387088,"4,300",R
270,Police Story,Jackie Chan,Maggie Cheung,Brigitte Lin,Yuen Chor,"39,083",Action,Crime,Crime,113164,N/A,PG-13
271,Ip Man 2,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,Lynn Xiong,"108,138",Action,Drama,Drama,15089448,N/A,R
272,13 Assassins,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,Ikki Sawamura,"66,948",Action,Drama,Drama,18689058,N/A,R
273,New World,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,Park Sung-woong,"25,023",Action,Drama,Drama,31673928,N/A,Not Rated
274,House of Flying Daggers,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Dandan Song,"114,323",Action,Drama,Drama,92863945,N/A,PG-13
275,A Bittersweet Life,Lee Byung-hun,Shin Min-a,Yeong-cheol Kim,Hwang Jung-min,"41,497",Action,Drama,Drama,10080808,N/A,Not Rated
276,The Legend of Drunken Master,Jackie Chan,Ho-Sung Pak,Lung Ti,Anita Mui,"47,482",Action,N/A,N/A,11555430,N/A,R
277,Tanhaji: The Unsung Warrior,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,Kajol,"34,234",Action,Drama,Drama,45221814,N/A,Not Rated
278,The Blind Swordsman: Zatoichi,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,Michiyo Yasuda,"50,541",Action,Crime,Crime,34196922,N/A,R
279,Mesrine: Killer Instinct,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,"34,558",Action,Crime,Crime,31076533,N/A,R
280,Jodhaa Akbar,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha,"33,621",Action,History,History,26935618,N/A,Not Rated
281,Delhi Belly,Imran Khan,Vir Das,Kunaal Roy Kapur,Shenaz Treasury,"30,969",Action,Crime,Crime,16706074,N/A,Not Rated
282,Mersal,Joseph Vijay,Nithya Menen,S.J. Suryah,Samantha Ruth Prabhu,"36,218",Action,N/A,N/A,2287182,N/A,Not Rated
283,To Strike,Shaan Shahid,Hamza Ali Abbasi,Shamoon Abbasi,Ayesha Khan,"29,926",Action,Drama,Drama,556003,N/A,N/A
284,John Wick,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,"695,021",Action,Thriller,Thriller,86081850,69,R
285,John Wick: Chapter 3 - Parabellum,Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne,"391,144",Action,Thriller,Thriller,328349387,132,R
286,John Wick: Chapter 2,Keanu Reeves,Riccardo Scamarcio,Ian McShane,Ruby Rose,"477,563",Action,Thriller,Thriller,174348632,166,R
287,Shang-Chi and the Legend of the Ten Rings,Simu Liu,Awkwafina,Tony Leung Chiu-wai,Ben Kingsley,"402,926",Action,Fantasy,Fantasy,432243292,194,PG-13
288,Spider-Man: Homecoming,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,"680,472",Action,Sci-Fi,Sci-Fi,880166924,282,PG-13
289,Nobody,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen,Christopher Lloyd,"286,620",Action,Drama,Drama,57510518,315,R
290,Spider-Man,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,"838,729",Action,Sci-Fi,Sci-Fi,825025036,327,PG-13
291,Ready Player One,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,"454,222",Action,Sci-Fi,Sci-Fi,607274134,552,PG-13
292,Mission: Impossible - Rogue Nation,Tom Cruise,Rebecca Ferguson,Jeremy Renner,Simon Pegg,"384,109",Action,Thriller,Thriller,682716636,607,PG-13
293,Mission: Impossible - Ghost Protocol,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,"501,653",Action,Thriller,Thriller,694713380,713,PG-13
294,The Last Duel,Matt Damon,Adam Driver,Jodie Comer,Harriet Walter,"165,718",Action,History,History,30552111,780,R
295,Wonder Woman,Gal Gadot,Chris Pine,Robin Wright,Lucy Davis,"674,678",Action,Fantasy,Fantasy,822854286,846,PG-13
296,Superman,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,"180,682",Action,Sci-Fi,Sci-Fi,300478449,878,PG
297,Spider-Man: Far from Home,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,"516,318",Action,Comedy,Comedy,1131927996,948,PG-13
298,Spider-Man 2,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,"672,803",Action,Sci-Fi,Sci-Fi,788976453,990,PG-13
299,The Rock,Sean Connery,Nicolas Cage,Ed Harris,John Spencer,"347,052",Action,Thriller,Thriller,335062621,"1,067",R
300,Predestination,Ethan Hawke,Sarah Snook,Noah Taylor,Madeleine West,"291,303",Action,Sci-Fi,Sci-Fi,4942449,"1,070",R
301,Looper,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,"587,079",Action,Sci-Fi,Sci-Fi,176506819,"1,241",R
302,A History of Violence,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,"244,729",Action,Drama,Drama,61385065,"1,435",R
303,Law Abiding Citizen,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney,"306,691",Action,Drama,Drama,127944208,"1,752",R
304,X2: X-Men United,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,"561,007",Action,Thriller,Thriller,407711549,"1,845",PG-13
305,War for the Planet of the Apes,Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval,"266,786",Action,Drama,Drama,490719763,"1,922",PG-13
306,How to Train Your Dragon: The Hidden World,Jay Baruchel,America Ferrera,F. Murray Abraham,Cate Blanchett,"138,271",Animation,Adventure,Adventure,524580592,"2,421",PG
307,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams,"466,023",Action,Mystery,Mystery,543848418,"2,988",PG-13
308,Bullitt,Steve McQueen,Jacqueline Bisset,Robert Vaughn,Don Gordon,"72,187",Action,Thriller,Thriller,511422,"3,422",M/PG
309,From Russia with Love,Sean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi,"139,492",Action,Thriller,Thriller,24809727,"3,555",PG
310,Open Range,Kevin Costner,Robert Duvall,Diego Luna,Abraham Benrubi,"75,495",Action,Romance,Romance,68296293,"3,612",R
311,Thief,James Caan,Tuesday Weld,Willie Nelson,Jim Belushi,"34,937",Action,Drama,Drama,11492915,"3,957",R
312,Mission Majnu,Sidharth Malhotra,Rashmika Mandanna,Parmeet Sethi,Zakir Hussain,"41,633",Action,History,History,N/A,"3,991",TV-MA
313,Black Dynamite,Michael Jai White,Arsenio Hall,Tommy Davidson,Phyllis Applegate,"50,274",Action,N/A,N/A,296557,N/A,R
314,Rurouni Kenshin Part I: Origins,Takeru Satoh,Emi Takei,Yû Aoi,Munetaka Aoki,"27,630",Action,Drama,Drama,37687024,N/A,TV-MA
315,Drunken Master,Jackie Chan,Siu-Tin Yuen,Jeong-lee Hwang,Dean Shek,"41,952",Action,N/A,N/A,N/A,N/A,PG-13
316,Summer Wars,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,Takahiro Yokokawa,"30,682",Animation,Adventure,Adventure,18434328,N/A,PG
317,Mesrine: Public Enemy No,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,"30,553",Action,Crime,Crime,321353,N/A,R
318,Dungeons & Dragons: Honor Among Thieves,Chris Pine,Michelle Rodriguez,Regé-Jean Page,Justice Smith,"118,547",Action,Comedy,Comedy,208177026,6,PG-13
319,Bullet Train,Brad Pitt,Joey King,Aaron Taylor-Johnson,Brian Tyree Henry,"360,207",Action,Thriller,Thriller,239268602,76,R
320,Fast Five,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,"392,489",Action,Thriller,Thriller,626137675,84,PG-13
321,Tenet,John David Washington,Robert Pattinson,Elizabeth Debicki,Juhan Ulfsak,"531,045",Action,Thriller,Thriller,365304105,202,PG-13
322,Ant-Man,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,"693,355",Action,Sci-Fi,Sci-Fi,519311965,203,PG-13
323,Starship Troopers,Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey,"305,278",Action,Sci-Fi,Sci-Fi,121214377,242,R
324,No Time to Die,Daniel Craig,Ana de Armas,Rami Malek,Léa Seydoux,"419,277",Action,Thriller,Thriller,774153007,243,PG-13
325,True Lies,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,"269,180",Action,Thriller,Thriller,378882411,351,R
326,Men in Black,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,"584,834",Action,Comedy,Comedy,589390539,357,PG-13
327,The Accountant,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal,"305,495",Action,N/A,N/A,155160045,370,R
328,The Nice Guys,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,"342,719",Action,Crime,Crime,62788218,567,R
329,Dawn of the Dead,Sarah Polley,Ving Rhames,Mekhi Phifer,Jake Weber,"262,681",Action,N/A,N/A,102278712,586,R
330,Black Panther,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,"802,286",Action,Sci-Fi,Sci-Fi,1349926083,611,PG-13
331,Speed,Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton,"376,694",Action,Thriller,Thriller,350448145,630,R
332,Avengers: Age of Ultron,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,"885,891",Action,Sci-Fi,Sci-Fi,1405018048,651,PG-13
333,Beverly Hills Cop,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,"191,856",Action,Crime,Crime,316360478,770,R
334,Face/Off,John Travolta,Nicolas Cage,Joan Allen,Alessandro Nivola,"387,664",Action,Sci-Fi,Sci-Fi,245676146,807,R
335,X-Men,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,"627,578",Action,Sci-Fi,Sci-Fi,296339528,830,PG-13
336,13 Hours,John Krasinski,Pablo Schreiber,James Badge Dale,David Denman,"150,548",Action,History,History,69411370,836,R
337,Alita: Battle Angel,Rosa Salazar,Christoph Waltz,Jennifer Connelly,Mahershala Ali,"279,056",Action,Sci-Fi,Sci-Fi,404980543,870,PG-13
338,American Sniper,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,"503,460",Action,Drama,Drama,547459020,940,R
339,The Karate Kid,Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,"233,151",Action,Family,Family,91119319,"1,085",PG
340,El Camino: A Breaking Bad Movie,Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,"267,462",Action,Drama,Drama,N/A,"1,092",TV-MA
341,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,"736,947",Action,Fantasy,Fantasy,1066179747,"1,156",PG-13
342,Raya and the Last Dragon,Kelly Marie Tran,Awkwafina,Gemma Chan,Izaac Wang,"159,671",Animation,Adventure,Adventure,130423032,"1,602",PG
343,The Lego Batman Movie,Will Arnett,Michael Cera,Rosario Dawson,Ralph Fiennes,"160,081",Animation,Adventure,Adventure,312136671,"1,773",PG
344,Equilibrium,Christian Bale,Sean Bean,Emily Watson,Taye Diggs,"338,478",Action,Sci-Fi,Sci-Fi,5368217,"1,846",R
345,Patriots Day,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,John Goodman,"107,703",Action,Drama,Drama,52185751,"2,098",R
346,Southpaw,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker,"247,095",Action,Drama,Drama,91970827,"2,129",R
347,Layer Cake,Daniel Craig,Sienna Miller,Michael Gambon,Tom Hardy,"188,046",Action,Drama,Drama,11850214,"2,379",R
348,Megamind,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey,"276,214",Animation,Comedy,Comedy,321885765,"2,410",PG
349,Eye in the Sky,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,"88,601",Action,Thriller,Thriller,35259653,"2,469",R
350,The Adventures of Tintin,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg,"236,654",Animation,Adventure,Adventure,373993951,"2,535",PG
